sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-47397.115390878476,0.0,-0.0004739711539087847,0.0,9.229045602192304e+23,1.1040587138038577e+23,1.4160298709523015e+24,0.0,1431859515821.5156,110405871380.38574,1416029870952.3013,0.0,970471112399.3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494490069.9834,110405871380.38557,1416029870952.2983,0.0,-188106086647.8004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55058032474.69211,0.0,0.0,0.0,0.08542093204368939,0.0,0.0,0.0,-970471112399.3306,0.0,0.0,0.0,1727964510973.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188106086647.8004,0.0,0.0,0.0,-945599485222.223,0.0,0.0,0.0,7.127751168380498e-18,-47397.115390876104,7.127751168380497e-26,-0.00047397115390876096,9.229045602192848e+23,1.1040587138038577e+23,1.4160298709523015e+24,0.0,1431859515821.5999,110405871380.38574,1416029870952.3013,0.0,0.0,0.0,0.0,0.0,1727964510973.84,0.0,0.0,0.0,649494490069.9834,110405871380.38557,1416029870952.2983,0.0,0.0,0.0,0.0,0.0,-945599485222.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413871847.2676,17537896.88076821,828502.0983734617,1.0554183641849832e-64,0.0,0.0,0.0,0.0,1743223572059.9104,121525.89635925132,27589197.63925569,3.5145379078151745e-63,0.0,0.0,0.0,0.0,649495038122.4406,110412704917.56918,1416085781024.605,62589837.95057234
0.02,-1,-1,1,-47384.77027699392,0.0,-0.00047384770276993914,0.0,9.224079231212993e+23,1.1040587123289819e+23,1.4160298681934526e+24,0.0,1431088997844.6472,110405871232.89816,1416029868193.4524,0.0,970463102422.6936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494488567.8251,110405871232.89801,1416029868193.449,0.0,-188868593145.87122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1351128784759617.2,0.0,0.0,0.0,-2096.2369143553256,0.0,0.0,0.0,-970463102422.6936,0.0,0.0,0.0,1727952267178.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188868593145.87122,0.0,0.0,0.0,-946357759997.4513,0.0,0.0,0.0,7.127751168380498e-18,-47384.77027699152,7.127751168380497e-26,-0.0004738477027699151,9.224079217701716e+23,1.1040587123289819e+23,1.4160298681934526e+24,0.0,1431088995748.412,110405871232.89816,1416029868193.4524,0.0,0.0,0.0,0.0,0.0,1727952267178.0361,0.0,0.0,0.0,649494488567.8251,110405871232.89801,1416029868193.449,0.0,0.0,0.0,0.0,0.0,-946357759997.4513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413811478.6808,17537907.36844076,828499.801829661,1.0554154391820664e-64,0.0,0.0,0.0,0.0,1743223586693.7275,121523.63512121326,27589209.12163303,3.514539370316636e-63,0.0,0.0,0.0,0.0,649495038122.4393,110412704917.5688,1416085781024.6035,62589837.95057232
0.04,-1,-1,1,-47372.303041512394,0.0,-0.0004737230304151239,0.0,9.219063732344148e+23,1.1040587108429972e+23,1.4160298654076064e+24,0.0,1430310857818.9612,110405871084.29968,1416029865407.606,0.0,970455013460.1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494487046.7944,110405871084.29951,1416029865407.603,0.0,-189638642687.9994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3100972797669161.0,0.0,0.0,0.0,-4811.068879745835,0.0,0.0,0.0,-970455013460.1631,0.0,0.0,0.0,1727939902195.5872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189638642687.9994,0.0,0.0,0.0,-947123536234.4929,0.0,0.0,0.0,5.8655737200268785e-18,-47372.30304150979,5.865573720026878e-26,-0.00047372303041509785,9.219063701334399e+23,1.1040587108429972e+23,1.4160298654076064e+24,0.0,1430310853007.8892,110405871084.29968,1416029865407.606,0.0,0.0,0.0,0.0,0.0,1727939902195.5872,0.0,0.0,0.0,649494487046.7944,110405871084.29951,1416029865407.603,0.0,0.0,0.0,0.0,0.0,-947123536234.4929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413750765.1959,17537917.927636106,828497.4831825311,1.0554124860300442e-64,0.0,0.0,0.0,0.0,1743223601411.1055,121521.35819096802,27589220.71452398,3.514540846892649e-63,0.0,0.0,0.0,0.0,649495038122.44,110412704917.56903,1416085781024.6042,62589837.950572304
0.06,-1,-1,1,-47359.70989243,0.0,-0.00047359709892429993,0.0,9.213997587202741e+23,1.1040587093456016e+23,1.416029862593913e+24,0.0,1429524860171.7578,110405870934.56013,1416029862593.9126,0.0,970446843110.4263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494485506.2797,110405870934.55995,1416029862593.9104,0.0,-190416468444.9488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8170228173657252.0,0.0,0.0,0.0,-12675.870790047069,0.0,0.0,0.0,-970446843110.4263,0.0,0.0,0.0,1727927412199.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190416468444.9488,0.0,0.0,0.0,-947897050209.9758,0.0,0.0,0.0,7.127751168380498e-18,-47359.70989242775,7.127751168380497e-26,-0.00047359709892427743,9.213997505500469e+23,1.1040587093456016e+23,1.416029862593913e+24,0.0,1429524847495.8887,110405870934.56013,1416029862593.9126,0.0,0.0,0.0,0.0,0.0,1727927412199.583,0.0,0.0,0.0,649494485506.2797,110405870934.55995,1416029862593.9104,0.0,0.0,0.0,0.0,0.0,-947897050209.9758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413689736.4489,17537928.55986835,828495.1417442901,1.0554095038529624e-64,0.0,0.0,0.0,0.0,1743223616204.8323,121519.06507030397,27589232.421366952,3.514542337981188e-63,0.0,0.0,0.0,0.0,649495038122.4395,110412704917.56876,1416085781024.6042,62589837.95057232
0.08,-1,-1,1,-47346.98688482689,0.0,-0.00047346986884826885,0.0,9.208879187615514e+23,1.104058707836474e+23,1.4160298597515658e+24,0.0,1428730755399.6448,110405870783.64737,1416029859751.5654,0.0,970438588659.3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494483945.6886,110405870783.64716,1416029859751.5623,0.0,-191202317205.3798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7941544115402799.0,0.0,0.0,0.0,-12321.07414146345,0.0,0.0,0.0,-970438588659.3348,0.0,0.0,0.0,1727914793467.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191202317205.3798,0.0,0.0,0.0,-948678534334.2291,0.0,0.0,0.0,7.127751168380498e-18,-47346.98688482458,7.127751168380497e-26,-0.00047346986884824575,9.208879108200074e+23,1.104058707836474e+23,1.4160298597515658e+24,0.0,1428730743078.571,110405870783.64737,1416029859751.5654,0.0,0.0,0.0,0.0,0.0,1727914793467.11,0.0,0.0,0.0,649494483945.6886,110405870783.64716,1416029859751.5623,0.0,0.0,0.0,0.0,0.0,-948678534334.2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413628251.2184,17537939.269714385,828492.7768330501,1.0554064917823425e-64,0.0,0.0,0.0,0.0,1743223631109.1902,121516.75528708882,27589244.245571543,3.5145438440165e-63,0.0,0.0,0.0,0.0,649495038122.4395,110412704917.5687,1416085781024.604,62589837.95057231
0.1,-1,-1,1,-47334.12979839047,0.0,-0.00047334129798390465,0.0,9.203706848819564e+23,1.1040587063152948e+23,1.4160298568796068e+24,0.0,1427928282116.5706,110405870631.52945,1416029856879.6064,0.0,970430247473.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494482364.3383,110405870631.52933,1416029856879.605,0.0,-191996447721.24796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7714812485269301.0,0.0,0.0,0.0,-11969.306628182061,0.0,0.0,0.0,-970430247473.4794,0.0,0.0,0.0,1727902041693.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191996447721.24796,0.0,0.0,0.0,-949468253910.6758,0.0,0.0,0.0,5.8655737200268785e-18,-47334.12979838829,5.865573720026878e-26,-0.00047334129798388286,9.203706771671449e+23,1.1040587063152948e+23,1.4160298568796068e+24,0.0,1427928270147.2654,110405870631.52945,1416029856879.6064,0.0,0.0,0.0,0.0,0.0,1727902041693.6,0.0,0.0,0.0,649494482364.3383,110405870631.52933,1416029856879.605,0.0,0.0,0.0,0.0,0.0,-949468253910.6758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413566373.7479,17537950.05827053,828490.3876778543,1.055403448836303e-64,0.0,0.0,0.0,0.0,1743223646108.562,121514.42828895427,27589256.190992136,3.5145453654895173e-63,0.0,0.0,0.0,0.0,649495038122.4396,110412704917.56891,1416085781024.604,62589837.95057232
0.12,-1,-1,1,-47321.134196542764,0.0,-0.00047321134196542757,0.0,9.198478786002382e+23,1.1040587047817214e+23,1.4160298539770725e+24,0.0,1427117163414.0781,110405870478.17212,1416029853977.0723,0.0,970421816681.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494480761.5283,110405870478.17194,1416029853977.0706,0.0,-192799134028.56863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7489991052052047.0,0.0,0.0,0.0,-11620.502729720136,0.0,0.0,0.0,-970421816681.1182,0.0,0.0,0.0,1727889152477.2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192799134028.56863,0.0,0.0,0.0,-950266481445.2128,0.0,0.0,0.0,5.8655737200268785e-18,-47321.134196540326,5.865573720026878e-26,-0.00047321134196540317,9.198478711102488e+23,1.1040587047817214e+23,1.4160298539770725e+24,0.0,1427117151793.578,110405870478.17212,1416029853977.0723,0.0,0.0,0.0,0.0,0.0,1727889152477.2583,0.0,0.0,0.0,649494480761.5283,110405870478.17194,1416029853977.0706,0.0,0.0,0.0,0.0,0.0,-950266481445.2128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413504089.2955,17537960.928111635,828487.9734843124,1.0554003740031009e-64,0.0,0.0,0.0,0.0,1743223661206.5378,121512.08352038183,27589268.261600766,3.5145469029061204e-63,0.0,0.0,0.0,0.0,649495038122.4395,110412704917.56882,1416085781024.604,62589837.95057232
0.14,-1,-1,1,-47307.995387076844,0.0,-0.00047307995387076834,0.0,9.193193111513916e+23,1.1040587032353895e+23,1.4160298510429358e+24,0.0,1426297106428.7656,110405870323.53893,1416029851042.9355,0.0,970413293245.3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494479136.519,110405870323.53874,1416029851042.9336,0.0,-193610665953.10648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7267116759534034.0,0.0,0.0,0.0,-11274.719763279814,0.0,0.0,0.0,-970413293245.3531,0.0,0.0,0.0,1727876121162.5662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193610665953.10648,0.0,0.0,0.0,-951073505145.0381,0.0,0.0,0.0,5.8655737200268785e-18,-47307.99538707445,5.865573720026878e-26,-0.00047307995387074444,9.193193038842753e+23,1.1040587032353895e+23,1.4160298510429358e+24,0.0,1426297095154.0464,110405870323.53893,1416029851042.9355,0.0,0.0,0.0,0.0,0.0,1727876121162.5662,0.0,0.0,0.0,649494479136.519,110405870323.53874,1416029851042.9336,0.0,0.0,0.0,0.0,0.0,-951073505145.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413441382.5775,17537971.8819347,828485.5334124896,1.0553972662129803e-64,0.0,0.0,0.0,0.0,1743223676406.8171,121509.7203988684,27589280.461596996,3.514548456801172e-63,0.0,0.0,0.0,0.0,649495038122.4391,110412704917.56863,1416085781024.6028,62589837.95057231
0.16,-1,-1,1,-47294.70840088299,0.0,-0.0004729470840088299,0.0,9.187847826307053e+23,1.1040587016759218e+23,1.416029848076115e+24,0.0,1425467801014.3022,110405870167.59215,1416029848076.1145,0.0,970404673950.3606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494477488.5264,110405870167.59203,1416029848076.1123,0.0,-194431350424.5852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7046180247273802.0,0.0,0.0,0.0,-10931.943206409098,0.0,0.0,0.0,-970404673950.3606,0.0,0.0,0.0,1727862942819.2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194431350424.5852,0.0,0.0,0.0,-951889630225.3755,0.0,0.0,0.0,7.127751168380498e-18,-47294.708400880605,7.127751168380497e-26,-0.00047294708400880597,9.187847755845254e+23,1.1040587016759218e+23,1.416029848076115e+24,0.0,1425467790082.3596,110405870167.59215,1416029848076.1145,0.0,0.0,0.0,0.0,0.0,1727862942819.2085,0.0,0.0,0.0,649494477488.5264,110405870167.59203,1416029848076.1123,0.0,0.0,0.0,0.0,0.0,-951889630225.3755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413378237.7079,17537982.922569536,828483.0665729905,1.055394124333218e-64,0.0,0.0,0.0,0.0,1743223691713.262,121507.33831253665,27589292.795427736,3.514550027741062e-63,0.0,0.0,0.0,0.0,649495038122.4396,110412704917.56871,1416085781024.604,62589837.95057232
0.18,-1,-1,1,-47281.267968328524,0.0,-0.00047281267968328516,0.0,9.18244081043607e+23,1.104058700102911e+23,1.416029845075459e+24,0.0,1424628918267.2903,110405870010.29108,1416029845075.4587,0.0,970395955386.1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494475816.7155,110405870010.29094,1416029845075.4568,0.0,-195261512935.5541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6827224683142586.0,0.0,0.0,0.0,-10592.240032801552,0.0,0.0,0.0,-970395955386.1283,0.0,0.0,0.0,1727849612218.5842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195261512935.5541,0.0,0.0,0.0,-952715180360.2485,0.0,0.0,0.0,5.234484995850069e-18,-47281.26796832602,5.234484995850068e-26,-0.00047281267968326017,9.182440742163821e+23,1.104058700102911e+23,1.416029845075459e+24,0.0,1424628907675.05,110405870010.29108,1416029845075.4587,0.0,0.0,0.0,0.0,0.0,1727849612218.5842,0.0,0.0,0.0,649494475816.7155,110405870010.29094,1416029845075.4568,0.0,0.0,0.0,0.0,0.0,-952715180360.2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413314638.1382,17537994.0529901,828480.57202291,1.055390947162882e-64,0.0,0.0,0.0,0.0,1743223707129.8481,121504.93661764578,27589305.267807007,3.5145516163262294e-63,0.0,0.0,0.0,0.0,649495038122.4392,110412704917.56882,1416085781024.6035,62589837.95057231
0.2,-1,-1,1,-47267.66849297437,0.0,-0.00047267668492974367,0.0,9.176969812482789e+23,1.1040586985159355e+23,1.4160298420397486e+24,0.0,1423780108886.7642,110405869851.59352,1416029842039.7483,0.0,970387133931.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494474120.2073,110405869851.59335,1416029842039.746,0.0,-196101499164.90485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6610245207183303.0,0.0,0.0,0.0,-10255.602702375463,0.0,0.0,0.0,-970387133931.46,0.0,0.0,0.0,1727836123807.8252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196101499164.90485,0.0,0.0,0.0,-953550499296.8726,0.0,0.0,0.0,5.8655737200268785e-18,-47267.66849297206,5.865573720026878e-26,-0.0004726766849297205,9.176969746380331e+23,1.1040586985159355e+23,1.4160298420397486e+24,0.0,1423780098631.1606,110405869851.59352,1416029842039.7483,0.0,0.0,0.0,0.0,0.0,1727836123807.8252,0.0,0.0,0.0,649494474120.2073,110405869851.59335,1416029842039.746,0.0,0.0,0.0,0.0,0.0,-953550499296.8726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413250566.5961,17538005.27632776,828478.048760988,1.055387733426783e-64,0.0,0.0,0.0,0.0,1743223722660.8042,121502.5146357227,27589317.883741453,3.514553223194281e-63,0.0,0.0,0.0,0.0,649495038122.4401,110412704917.5692,1416085781024.6045,62589837.95057234
0.22,-1,-1,1,-47253.904022247196,0.0,-0.0004725390402224719,0.0,9.171432437757769e+23,1.1040586969145352e+23,1.4160298389676852e+24,0.0,1422921001343.6392,110405869691.45349,1416029838967.6848,0.0,970378205735.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494472398.0566,110405869691.4533,1416029838967.683,0.0,-196951676789.44247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6395271079388189.0,0.0,0.0,0.0,-9922.076611155646,0.0,0.0,0.0,-970378205735.0231,0.0,0.0,0.0,1727822471680.5664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196951676789.44247,0.0,0.0,0.0,-954395952657.061,0.0,0.0,0.0,5.8655737200268785e-18,-47253.90402224464,5.865573720026878e-26,-0.00047253904022244637,9.171432373805058e+23,1.1040586969145352e+23,1.4160298389676852e+24,0.0,1422920991421.5625,110405869691.45349,1416029838967.6848,0.0,0.0,0.0,0.0,0.0,1727822471680.5664,0.0,0.0,0.0,649494472398.0566,110405869691.4533,1416029838967.683,0.0,0.0,0.0,0.0,0.0,-954395952657.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413186005.0083,17538016.59588551,828475.4957224767,1.0553844817688289e-64,0.0,0.0,0.0,0.0,1743223738310.4766,121500.07165038944,27589330.648554344,3.514554849023255e-63,0.0,0.0,0.0,0.0,649495038122.4401,110412704917.56897,1416085781024.605,62589837.95057234
0.24,-1,-1,1,-47239.96821462202,0.0,-0.0004723996821462201,0.0,9.16582613509887e+23,1.104058695298235e+23,1.4160298358578832e+24,0.0,1422051199832.5474,110405869529.82347,1416029835857.8828,0.0,970369166694.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494470649.2632,110405869529.82333,1416029835857.8801,0.0,-197812437510.83542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6182315562288202.0,0.0,0.0,0.0,-9591.682335572183,0.0,0.0,0.0,-970369166694.121,0.0,0.0,0.0,1727808649544.4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197812437510.83542,0.0,0.0,0.0,-955251929952.8752,0.0,0.0,0.0,5.8655737200268785e-18,-47239.9682146197,5.865573720026878e-26,-0.000472399682146197,9.165826073275728e+23,1.104058695298235e+23,1.4160298358578832e+24,0.0,1422051190240.8672,110405869529.82347,1416029835857.8828,0.0,0.0,0.0,0.0,0.0,1727808649544.4775,0.0,0.0,0.0,649494470649.2632,110405869529.82333,1416029835857.8801,0.0,0.0,0.0,0.0,0.0,-955251929952.8752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413120934.4143,17538028.015154157,828472.911773309,1.0553811907446725e-64,0.0,0.0,0.0,0.0,1743223754083.478,121497.60690385407,27589343.567915946,3.51455649453533e-63,0.0,0.0,0.0,0.0,649495038122.439,110412704917.56862,1416085781024.604,62589837.950572334
