sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:p,tot:g_CB:I,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gother_forward_iv:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:p,tot:g_IB:I,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:p,tot:g_VB:I,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-48419.5765493729,0.0,-0.0004841957654937289,0.0,1.5651017779498156e+24,0.0,2.1405283479775258e+23,1.4160257083077005e+24,1392033998318.4487,0.0,214052834797.75247,1416025708307.7002,975762534416.5396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519234994.79346,0.0,214052834797.7516,1416025708307.6992,-69247771092.88293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980892613965.1614,4.3962322704717635e-64,7184855.921466265,3451043.7558413707,0.0,0.0,0.0,0.0,2701957047883.393,5.90984052483719e-63,5344202.500297652,46392424.02418565,0.0,0.0,0.0,0.0,485520883520.0897,62589821.10579336,214063998942.13007,1416085399913.9824,0.0,0.0,0.0,0.0,-25145147980.41219,0.0,0.0,0.0,-0.02236461639404297,0.0,0.0,0.0,-975762534416.5396,0.0,0.0,0.0,2689710159886.4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69247771092.88293,0.0,0.0,0.0,-1783195396562.8074,0.0,0.0,0.0,-2.524354896707238e-18,-48419.57654937139,-2.5243548967072378e-26,-0.00048419576549371386,1.565101777949791e+24,0.0,2.1405283479775258e+23,1.4160257083077005e+24,1392033998318.4268,0.0,214052834797.75247,1416025708307.7002,0.0,0.0,0.0,0.0,2689710159886.4414,0.0,0.0,0.0,485519234994.79346,0.0,214052834797.7516,1416025708307.6992,0.0,0.0,0.0,0.0,-1783195396562.8074,0.0,0.0,0.0
0.02,-1,-1,1,-48410.62216380329,0.0,-0.00048410622163803284,0.0,1.5644734469250256e+24,0.0,2.1405281180943573e+23,1.4160256997801487e+24,1391475147666.6707,0.0,214052811809.4356,1416025699780.1484,975513989408.5394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519229535.7221,0.0,214052811809.43478,1416025699780.146,-69558071277.59067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980667090949.7734,4.396219273986342e-64,7198487.917040634,3451033.5511357794,0.0,0.0,0.0,0.0,2703294440042.461,5.909844423783025e-63,5366184.585743696,46392454.63761865,0.0,0.0,0.0,0.0,485520883520.09,62589821.10579338,214063998942.1303,1416085399913.9827,0.0,0.0,0.0,0.0,-1.7705377935992514e+16,0.0,0.0,0.0,-15747.530535850674,0.0,0.0,0.0,-975513989408.5394,0.0,0.0,0.0,2691034585111.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69558071277.59067,0.0,0.0,0.0,-1785078682728.2869,0.0,0.0,0.0,-2.524354896707238e-18,-48410.622163801825,-2.5243548967072378e-26,-0.0004841062216380182,1.5644734292196475e+24,0.0,2.1405281180943573e+23,1.4160256997801487e+24,1391475131919.1401,0.0,214052811809.4356,1416025699780.1484,0.0,0.0,0.0,0.0,2691034585111.706,0.0,0.0,0.0,485519229535.7221,0.0,214052811809.43478,1416025699780.146,0.0,0.0,0.0,0.0,-1785078682728.2869,0.0,0.0,0.0
0.04,-1,-1,1,-48401.57465252254,0.0,-0.00048401574652522534,0.0,1.5638385914493746e+24,0.0,2.1405278862054907e+23,1.4160256911969852e+24,1390910494032.9102,0.0,214052788620.54895,1416025691196.9849,975262942546.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519224028.8547,0.0,214052788620.54828,1416025691196.9834,-69871672542.00104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980439311056.9789,4.396206194658058e-64,7212203.66073423,3451023.2813836276,0.0,0.0,0.0,0.0,2704637761130.379,5.909848347581711e-63,5388369.9172458965,46392485.446186185,0.0,0.0,0.0,0.0,485520883520.09045,62589821.105793364,214063998942.1306,1416085399913.9827,0.0,0.0,0.0,0.0,-5.7903491126014664e+16,0.0,0.0,0.0,-51500.56654739007,0.0,0.0,0.0,-975262942546.0558,0.0,0.0,0.0,2692364858970.9062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69871672542.00104,0.0,0.0,0.0,-1786973640467.4146,0.0,0.0,0.0,-2.524354896707238e-18,-48401.574652520845,-2.5243548967072378e-26,-0.00048401574652520837,1.5638385335458823e+24,0.0,2.1405278862054907e+23,1.4160256911969852e+24,1390910442532.3425,0.0,214052788620.54895,1416025691196.9849,0.0,0.0,0.0,0.0,2692364858970.9062,0.0,0.0,0.0,485519224028.8547,0.0,214052788620.54828,1416025691196.9834,0.0,0.0,0.0,0.0,-1786973640467.4146,0.0,0.0,0.0
0.06,-1,-1,1,-48392.432455021895,0.0,-0.0004839243245502189,0.0,1.5631970646482993e+24,0.0,2.1405276522637177e+23,1.4160256825571863e+24,1390339906783.8818,0.0,214052765226.37164,1416025682557.1858,975009334273.4764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519218473.2748,0.0,214052765226.3708,1416025682557.185,-70188645962.86919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980209220003.9823,4.3961930309889103e-64,7226006.829868444,3451012.945409588,0.0,0.0,0.0,0.0,2705987168998.5713,5.90985229668267e-63,5410750.821175151,46392516.45341546,0.0,0.0,0.0,0.0,485520883520.0899,62589821.10579334,214063998942.13043,1416085399913.9822,0.0,0.0,0.0,0.0,-3.7719559252397896e+16,0.0,0.0,0.0,-33548.558707604185,0.0,0.0,0.0,-975009334273.4764,0.0,0.0,0.0,2693701137836.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70188645962.86919,0.0,0.0,0.0,-1788880483074.6565,0.0,0.0,0.0,-1.262177448353619e-18,-48392.43245502023,-1.2621774483536189e-26,-0.0004839243245502022,1.5631970269287404e+24,0.0,2.1405276522637177e+23,1.4160256825571863e+24,1390339873235.3235,0.0,214052765226.37164,1416025682557.1858,0.0,0.0,0.0,0.0,2693701137836.706,0.0,0.0,0.0,485519218473.2748,0.0,214052765226.3708,1416025682557.185,0.0,0.0,0.0,0.0,-1788880483074.6565,0.0,0.0,0.0
0.08,-1,-1,1,-48383.19285947546,0.0,-0.00048383192859475447,0.0,1.5625486868242508e+24,0.0,2.1405274162183146e+23,1.416025673859084e+24,1389763226092.858,0.0,214052741621.83136,1416025673859.0837,974753099808.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519212867.64465,0.0,214052741621.83054,1416025673859.0823,-70509086583.00475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979976760060.5356,4.3961797804353013e-64,7239900.740284521,3451002.54121655,0.0,0.0,0.0,0.0,2707342835235.32,5.909856271848949e-63,5433323.080741354,46392547.66529724,0.0,0.0,0.0,0.0,485520883520.09015,62589821.105793364,214063998942.13004,1416085399913.9832,0.0,0.0,0.0,0.0,3767714151409676.0,0.0,0.0,0.0,3351.083149095997,0.0,0.0,0.0,-974753099808.2185,0.0,0.0,0.0,2695043590785.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70509086583.00475,0.0,0.0,0.0,-1790799574208.7463,0.0,0.0,0.0,-2.524354896707238e-18,-48383.192859473886,-2.5243548967072378e-26,-0.0004838319285947388,1.5625486905919652e+24,0.0,2.1405274162183146e+23,1.416025673859084e+24,1389763229443.9412,0.0,214052741621.83136,1416025673859.0837,0.0,0.0,0.0,0.0,2695043590785.043,0.0,0.0,0.0,485519212867.64465,0.0,214052741621.83054,1416025673859.0823,0.0,0.0,0.0,0.0,-1790799574208.7463,0.0,0.0,0.0
0.1,-1,-1,1,-48373.852527139345,0.0,-0.0004837385252713934,0.0,1.561893274963606e+24,0.0,2.1405271780240888e+23,1.416025665100986e+24,1389180289183.7234,0.0,214052717802.40875,1416025665100.9858,974494179051.9828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519207210.5811,0.0,214052717802.40793,1416025665100.984,-70833097078.83986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979741878748.5994,4.3961664404806476e-64,7253887.481746653,3450992.066827563,0.0,0.0,0.0,0.0,2708704894297.2676,5.909860273835561e-63,5456086.985982435,46392579.08776217,0.0,0.0,0.0,0.0,485520883520.0903,62589821.10579338,214063998942.1304,1416085399913.984,0.0,0.0,0.0,0.0,2450305951383053.0,0.0,0.0,0.0,2179.352958805859,0.0,0.0,0.0,-974494179051.9828,0.0,0.0,0.0,2696392349846.3345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70833097078.83986,0.0,0.0,0.0,-1792731265693.8403,0.0,0.0,0.0,-2.524354896707238e-18,-48373.85252713767,-2.5243548967072378e-26,-0.0004837385252713767,1.5618932774139124e+24,0.0,2.1405271780240888e+23,1.416025665100986e+24,1389180291363.077,0.0,214052717802.40875,1416025665100.9858,0.0,0.0,0.0,0.0,2696392349846.3345,0.0,0.0,0.0,485519207210.5811,0.0,214052717802.40793,1416025665100.984,0.0,0.0,0.0,0.0,-1792731265693.8403,0.0,0.0,0.0
0.12,-1,-1,1,-48364.40944268739,0.0,-0.0004836440944268739,0.0,1.5612306435221657e+24,0.0,2.14052693762197e+23,1.4160256562813792e+24,1388590931029.618,0.0,214052693762.19687,1416025656281.379,974232498359.6554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519201500.83325,0.0,214052693762.19608,1416025656281.3762,-71160768830.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979504509200.8494,4.396153008815038e-64,7267973.036840436,3450981.5204271288,0.0,0.0,0.0,0.0,2710073557306.9004,5.909864303335459e-63,5479026.381314139,46392610.72625626,0.0,0.0,0.0,0.0,485520883520.09045,62589821.10579339,214063998942.13037,1416085399913.9832,0.0,0.0,0.0,0.0,2359123342621838.5,0.0,0.0,0.0,2098.2532544676214,0.0,0.0,0.0,-974232498359.6554,0.0,0.0,0.0,2697747623818.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71160768830.87,0.0,0.0,0.0,-1794675892191.736,0.0,0.0,0.0,-2.524354896707238e-18,-48364.40944268621,-2.5243548967072378e-26,-0.00048364409442686203,1.5612306458812895e+24,0.0,2.14052693762197e+23,1.4160256562813792e+24,1388590933127.8716,0.0,214052693762.19687,1416025656281.379,0.0,0.0,0.0,0.0,2697747623818.776,0.0,0.0,0.0,485519201500.83325,0.0,214052693762.19608,1416025656281.3762,0.0,0.0,0.0,0.0,-1794675892191.736,0.0,0.0,0.0
0.14,-1,-1,1,-48354.86071947776,0.0,-0.0004835486071947775,0.0,1.560560599205906e+24,0.0,2.140526694958963e+23,1.4160256473986404e+24,1387994979710.8254,0.0,214052669495.89618,1416025647398.6401,973967989000.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519195737.0482,0.0,214052669495.8954,1416025647398.638,-71492205026.57443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979264590341.8551,4.396139483022144e-64,7282162.235314745,3450970.9001158457,0.0,0.0,0.0,0.0,2711448994317.282,5.909868361073541e-63,5502129.152183606,46392642.586478055,0.0,0.0,0.0,0.0,485520883520.0899,62589821.105793364,214063998942.13013,1416085399913.9824,0.0,0.0,0.0,0.0,2269821934906479.5,0.0,0.0,0.0,2018.826729375869,0.0,0.0,0.0,-973967989000.3525,0.0,0.0,0.0,2699109580393.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71492205026.57443,0.0,0.0,0.0,-1796633794400.9216,0.0,0.0,0.0,-2.524354896707238e-18,-48354.86071947636,-2.5243548967072378e-26,-0.00048354860719476353,1.5605606014757283e+24,0.0,2.140526694958963e+23,1.4160256473986404e+24,1387994981729.6528,0.0,214052669495.89618,1416025647398.6401,0.0,0.0,0.0,0.0,2699109580393.528,0.0,0.0,0.0,485519195737.0482,0.0,214052669495.8954,1416025647398.638,0.0,0.0,0.0,0.0,-1796633794400.9216,0.0,0.0,0.0
0.16,-1,-1,1,-48345.20342609637,0.0,-0.00048345203426096363,0.0,1.5598829363113326e+24,0.0,2.1405264499776655e+23,1.4160256384510346e+24,1387392252270.39,0.0,214052644997.76642,1416025638451.0342,973700577069.8506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519189917.79114,0.0,214052644997.76572,1416025638451.0327,-71827514717.25208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979022056356.8403,4.396125860493273e-64,7296461.224850308,3450960.203843359,0.0,0.0,0.0,0.0,2712831395121.581,5.909872447832424e-63,5525377.628346056,46392674.674578585,0.0,0.0,0.0,0.0,485520883520.0897,62589821.10579337,214063998942.13004,1416085399913.983,0.0,0.0,0.0,0.0,2182420374086190.5,0.0,0.0,0.0,1941.0899675358087,0.0,0.0,0.0,-973700577069.8506,0.0,0.0,0.0,2700478406793.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71827514717.25208,0.0,0.0,0.0,-1798605342499.318,0.0,0.0,0.0,-2.524354896707238e-18,-48345.203426094886,-2.5243548967072378e-26,-0.0004834520342609488,1.5598829384937526e+24,0.0,2.1405264499776655e+23,1.4160256384510346e+24,1387392254211.4795,0.0,214052644997.76642,1416025638451.0342,0.0,0.0,0.0,0.0,2700478406793.005,0.0,0.0,0.0,485519189917.79114,0.0,214052644997.76572,1416025638451.0327,0.0,0.0,0.0,0.0,-1798605342499.318,0.0,0.0,0.0
0.18,-1,-1,1,-48335.43447521819,0.0,-0.00048335434475218185,0.0,1.5591974381941554e+24,0.0,2.140526202618294e+23,1.416025629436745e+24,1386782556020.3838,0.0,214052620261.82928,1416025629436.7449,973430185428.8687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519184041.5629,0.0,214052620261.82852,1416025629436.7434,-72166813450.0472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978776838677.0553,4.3961121384962244e-64,7310877.297442409,3450949.4294630587,0.0,0.0,0.0,0.0,2714220957251.59,5.909876564431746e-63,5548748.858519391,46392706.99699709,0.0,0.0,0.0,0.0,485520883520.09064,62589821.10579335,214063998942.1306,1416085399913.983,0.0,0.0,0.0,0.0,2096863549136021.5,0.0,0.0,0.0,1864.9939520582557,0.0,0.0,0.0,-973430185428.8687,0.0,0.0,0.0,2701854297853.3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72166813450.0472,0.0,0.0,0.0,-1800590924009.5037,0.0,0.0,0.0,-3.7865323450608574e-18,-48335.43447521656,-3.7865323450608567e-26,-0.00048335434475216553,1.5591974402910186e+24,0.0,2.140526202618294e+23,1.416025629436745e+24,1386782557885.3772,0.0,214052620261.82928,1416025629436.7449,0.0,0.0,0.0,0.0,2701854297853.3213,0.0,0.0,0.0,485519184041.5629,0.0,214052620261.82852,1416025629436.7434,0.0,0.0,0.0,0.0,-1800590924009.5037,0.0,0.0,0.0
0.2,-1,-1,1,-48325.550608715705,0.0,-0.00048325550608715697,0.0,1.558503876224478e+24,0.0,2.1405259528185328e+23,1.4160256203538661e+24,1386165687612.6333,0.0,214052595281.85315,1416025620353.8657,973156733509.0781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519178106.78705,0.0,214052595281.8524,1416025620353.863,-72510224003.23274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978528865840.1156,4.396098314166806e-64,7325419.147097195,3450938.574725752,0.0,0.0,0.0,0.0,2715617886304.215,5.909880711730794e-63,5572213.370269299,46392739.56048139,0.0,0.0,0.0,0.0,485520883520.08954,62589821.10579338,214063998942.13007,1416085399913.9827,0.0,0.0,0.0,0.0,2013169648891339.8,0.0,0.0,0.0,1790.5548604708165,0.0,0.0,0.0,-973156733509.0781,0.0,0.0,0.0,2703237456340.9663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72510224003.23274,0.0,0.0,0.0,-1802590945044.566,0.0,0.0,0.0,-2.524354896707238e-18,-48325.550608714286,-2.5243548967072378e-26,-0.0004832555060871428,1.5585038782376463e+24,0.0,2.1405259528185328e+23,1.4160256203538661e+24,1386165689403.1868,0.0,214052595281.85315,1416025620353.8657,0.0,0.0,0.0,0.0,2703237456340.9663,0.0,0.0,0.0,485519178106.78705,0.0,214052595281.8524,1416025620353.863,0.0,0.0,0.0,0.0,-1802590945044.566,0.0,0.0,0.0
0.22,-1,-1,1,-48315.5483803978,0.0,-0.0004831554838039779,0.0,1.557802008575371e+24,0.0,2.1405257005134905e+23,1.4160256112004e+24,1385541431961.2488,0.0,214052570051.34894,1416025611200.3994,972880137108.3068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519172111.81995,0.0,214052570051.34814,1416025611200.3972,-72857877258.87885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978278063349.6713,4.39608438449932e-64,7340097.186140866,3450927.637272319,0.0,0.0,0.0,0.0,2717022396241.162,5.909884890631248e-63,5595733.653165423,46392772.37210843,0.0,0.0,0.0,0.0,485520883520.09015,62589821.10579338,214063998942.13037,1416085399913.983,0.0,0.0,0.0,0.0,1931330790147022.5,0.0,0.0,0.0,1717.7656812872738,0.0,0.0,0.0,-972880137108.3068,0.0,0.0,0.0,2704628093241.5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72857877258.87885,0.0,0.0,0.0,-1804605831674.3738,0.0,0.0,0.0,-2.524354896707238e-18,-48315.54838039624,-2.5243548967072378e-26,-0.00048315548380396236,1.5578020105067002e+24,0.0,2.1405257005134905e+23,1.4160256112004e+24,1385541433679.0132,0.0,214052570051.34894,1416025611200.3994,0.0,0.0,0.0,0.0,2704628093241.5693,0.0,0.0,0.0,485519172111.81995,0.0,214052570051.34814,1416025611200.3972,0.0,0.0,0.0,0.0,-1804605831674.3738,0.0,0.0,0.0
0.24,-1,-1,1,-48305.42413584939,0.0,-0.0004830542413584938,0.0,1.5570915788082829e+24,0.0,2.140525445635507e+23,1.4160256019742507e+24,1384909560984.462,0.0,214052544563.5506,1416025601974.2502,972600308175.5004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485519166054.9303,0.0,214052544563.54977,1416025601974.2488,-73209913245.96808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978024353537.4185,4.396070346336038e-64,7354923.933070267,3450916.614625034,0.0,0.0,0.0,0.0,2718434709644.962,5.909889102080463e-63,5619262.30649251,46392805.439311445,0.0,0.0,0.0,0.0,485520883520.0903,62589821.10579337,214063998942.1304,1416085399913.9832,0.0,0.0,0.0,0.0,1851327552811336.8,0.0,0.0,0.0,1646.6091418750584,0.0,0.0,0.0,-972600308175.5004,0.0,0.0,0.0,2706026428003.6733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73209913245.96808,0.0,0.0,0.0,-1806636031427.5305,0.0,0.0,0.0,-2.524354896707238e-18,-48305.42413584782,-2.5243548967072378e-26,-0.00048305424135847814,1.557091580659611e+24,0.0,2.140525445635507e+23,1.4160256019742507e+24,1384909562631.0715,0.0,214052544563.5506,1416025601974.2502,0.0,0.0,0.0,0.0,2706026428003.6733,0.0,0.0,0.0,485519166054.9303,0.0,214052544563.54977,1416025601974.2488,0.0,0.0,0.0,0.0,-1806636031427.5305,0.0,0.0,0.0
