sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,tot:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gother_forward_iv:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,tot:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,tot:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n
0.88,-1,-1,1,-31043.727332361363,0.0,-0.0003104372733236136,0.0,1.7338577811489521e+24,0.0,1.4160467180140446e+24,5.2068358937044245e+23,866928890.5743804,0.0,1416046718014.0442,520683589370.4423,455870243.5605469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.33448446,0.0,1416046718014.035,520683589370.4405,-920921.3206517324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429328426.43334925,3.5864067823658206e-64,2828154.6911354777,23724884.034492116,0.0,0.0,0.0,0.0,431142473.72955143,3.967443887527031e-64,3125967.081483096,21784431.642500937,0.0,0.0,0.0,0.0,411979568.35220253,62589821.105793804,1416085399914.0947,520711310380.76624,0.0,0.0,0.0,0.0,6312504410.7444105,0.0,0.0,0.0,3.1562522053718567e-06,0.0,0.0,0.0,-455870243.5605469,0.0,0.0,0.0,456050273.383954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920921.3206517324,0.0,0.0,0.0,-1100951.1440557446,0.0,0.0,0.0,-7.573064690121715e-18,-31043.727332360668,-7.573064690121713e-26,-0.00031043727332360664,1.7338577811489583e+24,0.0,1.4160467180140446e+24,5.2068358937044245e+23,866928890.5743834,0.0,1416046718014.0442,520683589370.4423,0.0,0.0,0.0,0.0,456050273.383954,0.0,0.0,0.0,411979568.33448446,0.0,1416046718014.035,520683589370.4405,0.0,0.0,0.0,0.0,-1100951.1440557446,0.0,0.0,0.0
0.9,-1,-1,1,-31043.71486872467,0.0,-0.00031043714868724665,0.0,1.7332184147750778e+24,0.0,1.4160463774892794e+24,5.206834716593084e+23,866609207.3874433,0.0,1416046377489.279,520683471659.3083,455807218.0792521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.32105696,0.0,1416046377489.2683,520683471659.3065,-1177579.0128668367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429283703.73872507,3.588661615929848e-64,2829904.1463117525,23707959.214598432,0.0,0.0,0.0,0.0,431215322.8655423,3.963771357696361e-64,3123117.6764350208,21812001.33275387,0.0,0.0,0.0,0.0,411979568.35220253,62589821.1057938,1416085399914.0947,520711310380.7661,0.0,0.0,0.0,0.0,4591420292.8548155,0.0,0.0,0.0,2.2957101464271545e-06,0.0,0.0,0.0,-455807218.0792521,0.0,0.0,0.0,456146860.09633124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177579.0128668367,0.0,0.0,0.0,-1517221.0299436022,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.71486872399,-1.0097419586828951e-25,-0.00031043714868723987,1.7332184147750818e+24,0.0,1.4160463774892794e+24,5.206834716593084e+23,866609207.3874452,0.0,1416046377489.279,520683471659.3083,0.0,0.0,0.0,0.0,456146860.09633124,0.0,0.0,0.0,411979568.32105696,0.0,1416046377489.2683,520683471659.3065,0.0,0.0,0.0,0.0,-1517221.0299436022,0.0,0.0,0.0
0.92,-1,-1,1,-31043.699871664157,0.0,-0.00031043699871664154,0.0,1.7322829879652684e+24,0.0,1.4160460295811356e+24,5.206833512378811e+23,866141493.9825387,0.0,1416046029581.1353,520683351237.881,455714163.43221414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.29474264,0.0,1416046029581.1255,520683351237.87885,-1552237.7444187552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429212225.65012497,3.590730199499983e-64,2831507.0041969726,23689345.084949963,0.0,0.0,0.0,0.0,431331754.4139411,3.960402180037436e-64,3120507.0400585076,21842323.078075096,0.0,0.0,0.0,0.0,411979568.35220325,62589821.105793804,1416085399914.0962,520711310380.76733,0.0,0.0,0.0,0.0,3255903720.8560724,0.0,0.0,0.0,1.6279518604278564e-06,0.0,0.0,0.0,-455714163.43221414,0.0,0.0,0.0,456289561.7169279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552237.7444187552,0.0,0.0,0.0,-2127636.0291309096,0.0,0.0,0.0,-5.048709793414476e-18,-31043.699871663342,-5.0487097934144756e-26,-0.00031043699871663335,1.7322829879652714e+24,0.0,1.4160460295811356e+24,5.206833512378811e+23,866141493.9825401,0.0,1416046029581.1353,520683351237.881,0.0,0.0,0.0,0.0,456289561.7169279,0.0,0.0,0.0,411979568.29474264,0.0,1416046029581.1255,520683351237.87885,0.0,0.0,0.0,0.0,-2127636.0291309096,0.0,0.0,0.0
0.9400000000000001,-1,-1,1,-31043.68121243945,0.0,-0.00031043681212439446,0.0,1.7309119319249008e+24,0.0,1.4160456738145768e+24,5.206832279151506e+23,865455965.9623549,0.0,1416045673814.5764,520683227915.1505,455577085.8777069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.2418668,0.0,1416045673814.5674,520683227915.14886,-2100688.1572192973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429101439.8352951,3.592504717513611e-64,2832878.274751612,23668365.045512702,0.0,0.0,0.0,0.0,431512215.1180289,3.9575119576972896e-64,3118273.5989224077,21876499.145372376,0.0,0.0,0.0,0.0,411979568.35220253,62589821.105793804,1416085399914.0945,520711310380.76624,0.0,0.0,0.0,0.0,-299885869.02621716,0.0,0.0,0.0,-1.4994293451309204e-07,0.0,0.0,0.0,-455577085.8777069,0.0,0.0,0.0,456499850.2490535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100688.1572192973,0.0,0.0,0.0,-3023452.5285662753,0.0,0.0,0.0,-7.573064690121715e-18,-31043.681212438816,-7.573064690121713e-26,-0.0003104368121243881,1.7309119319249003e+24,0.0,1.4160456738145768e+24,5.206832279151506e+23,865455965.9623547,0.0,1416045673814.5764,520683227915.1505,0.0,0.0,0.0,0.0,456499850.2490535,0.0,0.0,0.0,411979568.2418668,0.0,1416045673814.5674,520683227915.14886,0.0,0.0,0.0,0.0,-3023452.5285662753,0.0,0.0,0.0
0.96,-1,-1,1,-31043.65723157073,0.0,-0.00031043657231570723,0.0,1.7288996738247613e+24,0.0,1.4160453096376697e+24,5.206831014528772e+23,864449836.9122853,0.0,1416045309637.6694,520683101452.8771,455375605.72859645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979568.1334927,0.0,1416045309637.6602,520683101452.8751,-2905336.9498045226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428933074.5511065,3.59382724077634e-64,2833893.4692555894,23644039.7820274,0.0,0.0,0.0,0.0,431786468.16599953,3.9553579157264745e-64,3116620.112626335,21916124.95981574,0.0,0.0,0.0,0.0,411979568.3522028,62589821.10579381,1416085399914.0955,520711310380.76636,0.0,0.0,0.0,0.0,-281259417.5339055,0.0,0.0,0.0,-1.4062970876693726e-07,0.0,0.0,0.0,-455375605.72859645,0.0,0.0,0.0,456808970.6512775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905336.9498045226,0.0,0.0,0.0,-4338701.8724855725,0.0,0.0,0.0,-1.0097419586828953e-17,-31043.65723157013,-1.0097419586828951e-25,-0.00031043657231570127,1.728899673824761e+24,0.0,1.4160453096376697e+24,5.206831014528772e+23,864449836.9122852,0.0,1416045309637.6694,520683101452.8771,0.0,0.0,0.0,0.0,456808970.6512775,0.0,0.0,0.0,411979568.1334927,0.0,1416045309637.6602,520683101452.8751,0.0,0.0,0.0,0.0,-4338701.8724855725,0.0,0.0,0.0
0.98,-1,-1,1,-31043.62548674879,0.0,-0.0003104362548674879,0.0,1.7259433259658057e+24,0.0,1.416044936379933e+24,5.206829715284127e+23,862971662.9828076,0.0,1416044936379.9329,520682971528.41254,455080185.9848614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979567.9079438,0.0,1416044936379.9236,520682971528.4107,-4088090.909998101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428680671.76412404,3.594468084229701e-64,2834371.540211064,23614956.832401216,0.0,0.0,0.0,0.0,432197611.5120471,3.954314150573788e-64,3115841.4602403804,21963501.59451179,0.0,0.0,0.0,0.0,411979568.3522028,62589821.10579381,1416085399914.0955,520711310380.7663,0.0,0.0,0.0,0.0,-8616596460.343359,0.0,0.0,0.0,-4.308298230171204e-06,0.0,0.0,0.0,-455080185.9848614,0.0,0.0,0.0,457262152.5333961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088090.909998101,0.0,0.0,0.0,-6270057.4585371185,0.0,0.0,0.0,-5.048709793414476e-18,-31043.62548674807,-5.0487097934144756e-26,-0.00031043625486748067,1.7259433259657974e+24,0.0,1.416044936379933e+24,5.206829715284127e+23,862971662.9828033,0.0,1416044936379.9329,520682971528.41254,0.0,0.0,0.0,0.0,457262152.5333961,0.0,0.0,0.0,411979567.9079438,0.0,1416044936379.9236,520682971528.4107,0.0,0.0,0.0,0.0,-6270057.4585371185,0.0,0.0,0.0
1.0,-1,-1,1,-31043.582379681873,0.0,-0.00031043582379681865,0.0,1.721596427171933e+24,0.0,1.4160445531691112e+24,5.206828376568892e+23,860798213.5858715,0.0,1416044553169.1108,520682837656.88904,454648319.5359001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979567.43313354,0.0,1416044553169.102,520682837656.8874,-5829673.383162666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428306211.7406815,3.5940962324556244e-64,2834051.567508784,23579091.88755259,0.0,0.0,0.0,0.0,432807576.0862986,3.9549197991478736e-64,3116362.612445311,22021926.886857133,0.0,0.0,0.0,0.0,411979568.35220337,62589821.10579381,1416085399914.0964,520711310380.7669,0.0,0.0,0.0,0.0,-9929761290.551327,0.0,0.0,0.0,-4.964880645275116e-06,0.0,0.0,0.0,-454648319.5359001,0.0,0.0,0.0,457924369.25667083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5829673.383162666,0.0,0.0,0.0,-9105723.103938239,0.0,0.0,0.0,-7.573064690121715e-18,-31043.58237968113,-7.573064690121713e-26,-0.0003104358237968113,1.7215964271719236e+24,0.0,1.4160445531691112e+24,5.206828376568892e+23,860798213.5858667,0.0,1416044553169.1108,520682837656.88904,0.0,0.0,0.0,0.0,457924369.25667083,0.0,0.0,0.0,411979567.43313354,0.0,1416044553169.102,520682837656.8874,0.0,0.0,0.0,0.0,-9105723.103938239,0.0,0.0,0.0
1.02,-1,-1,1,-31043.52260242238,0.0,-0.00031043522602422377,0.0,1.715200502594202e+24,0.0,1.4160441587590663e+24,5.206826990258023e+23,857600251.2970064,0.0,1416044158759.066,520682699025.8022,454019467.78839314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979566.4251735,0.0,1416044158759.0571,520682699025.8006,-8398782.916560698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427755673.1057652,3.592240517077626e-64,2832562.152826402,23533573.269519772,0.0,0.0,0.0,0.0,433704357.96876884,3.957942270602821e-64,3118788.4800521126,22096079.118072018,0.0,0.0,0.0,0.0,411979568.3522022,62589821.10579383,1416085399914.0942,520711310380.7655,0.0,0.0,0.0,0.0,-19853934645.65496,0.0,0.0,0.0,-9.926967322826385e-06,0.0,0.0,0.0,-454019467.78839314,0.0,0.0,0.0,458887904.9870413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8398782.916560698,0.0,0.0,0.0,-13267220.115218949,0.0,0.0,0.0,-7.573064690121715e-18,-31043.522602421595,-7.573064690121713e-26,-0.0003104352260242159,1.7152005025941825e+24,0.0,1.4160441587590663e+24,5.206826990258023e+23,857600251.2969966,0.0,1416044158759.066,520682699025.8022,0.0,0.0,0.0,0.0,458887904.9870413,0.0,0.0,0.0,411979566.4251735,0.0,1416044158759.0571,520682699025.8006,0.0,0.0,0.0,0.0,-13267220.115218949,0.0,0.0,0.0
1.04,-1,-1,1,-31043.438313185838,0.0,-0.00031043438313185833,0.0,1.705783616183609e+24,0.0,1.4160437511667767e+24,5.206825541404733e+23,852891808.0917103,0.0,1416043751166.7764,520682554140.47314,453108728.0061997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979564.27240705,0.0,1416043751166.7683,520682554140.47156,-12196484.186897049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426953569.38720465,3.58824200553247e-64,2829383.8830812583,23474391.17546846,0.0,0.0,0.0,0.0,435010917.6426384,3.964454792485631e-64,3123965.0512090703,22192490.659751553,0.0,0.0,0.0,0.0,411979568.3522028,62589821.105793804,1416085399914.0947,520711310380.7663,0.0,0.0,0.0,0.0,-26680529117.587173,0.0,0.0,0.0,-1.3340264558792114e-05,0.0,0.0,0.0,-453108728.0061997,0.0,0.0,0.0,460281647.0495759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12196484.186897049,0.0,0.0,0.0,-19369403.23028656,0.0,0.0,0.0,-7.573064690121715e-18,-31043.438313185135,-7.573064690121713e-26,-0.0003104343831318513,1.7057836161835822e+24,0.0,1.4160437511667767e+24,5.206825541404733e+23,852891808.091697,0.0,1416043751166.7764,520682554140.47314,0.0,0.0,0.0,0.0,460281647.0495759,0.0,0.0,0.0,411979564.27240705,0.0,1416043751166.7683,520682554140.47156,0.0,0.0,0.0,0.0,-19369403.23028656,0.0,0.0,0.0
1.06,-1,-1,1,-31043.31790431173,0.0,-0.00031043317904311723,0.0,1.6919096518988908e+24,0.0,1.4160433268975337e+24,5.206824000603638e+23,845954825.949352,0.0,1416043326897.5334,520682400060.3637,451799713.78642535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979559.65462273,0.0,1416043326897.526,520682400060.3623,-17824447.4916966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425797019.0199332,3.5812026589986896e-64,2823808.847696089,23396080.143183693,0.0,0.0,0.0,0.0,436894838.9307163,3.97592003344445e-64,3133045.3271539966,22320065.21540693,0.0,0.0,0.0,0.0,411979568.3522024,62589821.10579379,1416085399914.0942,520711310380.76587,0.0,0.0,0.0,0.0,-41102990508.08406,0.0,0.0,0.0,-2.0551495254039764e-05,0.0,0.0,0.0,-451799713.78642535,0.0,0.0,0.0,462281126.43536276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17824447.4916966,0.0,0.0,0.0,-28305860.140654568,0.0,0.0,0.0,-7.573064690121715e-18,-31043.317904311,-7.573064690121713e-26,-0.00031043317904310997,1.6919096518988497e+24,0.0,1.4160433268975337e+24,5.206824000603638e+23,845954825.9493315,0.0,1416043326897.5334,520682400060.3637,0.0,0.0,0.0,0.0,462281126.43536276,0.0,0.0,0.0,411979559.65462273,0.0,1416043326897.526,520682400060.3623,0.0,0.0,0.0,0.0,-28305860.140654568,0.0,0.0,0.0
1.08,-1,-1,1,-31043.14415083643,0.0,-0.0003104314415083642,0.0,1.671453828059356e+24,0.0,1.4160428792801822e+24,5.206822307497099e+23,835726914.0295857,0.0,1416042879280.182,520682230749.7098,449938224.9099717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979549.7187247,0.0,1416042879280.1753,520682230749.7083,-26190860.599111386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424150996.2775276,3.569944969482973e-64,2814908.8022086807,23291460.362165913,0.0,0.0,0.0,0.0,439576063.82018393,3.994255843781116e-64,3147541.175288114,22490499.142199624,0.0,0.0,0.0,0.0,411979568.35220253,62589821.10579381,1416085399914.0945,520711310380.76605,0.0,0.0,0.0,0.0,-63300132751.471825,0.0,0.0,0.0,-3.165006637573242e-05,0.0,0.0,0.0,-449938224.9099717,0.0,0.0,0.0,465116442.1185329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26190860.599111386,0.0,0.0,0.0,-41369077.80770422,0.0,0.0,0.0,-7.573064690121715e-18,-31043.14415083575,-7.573064690121713e-26,-0.00031043144150835744,1.6714538280592924e+24,0.0,1.4160428792801822e+24,5.206822307497099e+23,835726914.029554,0.0,1416042879280.182,520682230749.7098,0.0,0.0,0.0,0.0,465116442.1185329,0.0,0.0,0.0,411979549.7187247,0.0,1416042879280.1753,520682230749.7083,0.0,0.0,0.0,0.0,-41369077.80770422,0.0,0.0,0.0
1.1,-1,-1,1,-31042.891411342283,0.0,-0.0003104289141134228,0.0,1.641267595789334e+24,0.0,1.416042394876502e+24,5.206820335096146e+23,820633797.8945763,0.0,1416042394876.5017,520682033509.61444,447330224.3024825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979528.2934805,0.0,1416042394876.4946,520682033509.6133,-38675954.70138735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421848336.0647018,3.553014213065409e-64,2801536.913727587,23151625.061301235,0.0,0.0,0.0,0.0,443326882.9082134,4.021831585508163e-64,3169320.486128913,22718301.803291336,0.0,0.0,0.0,0.0,411979568.35220206,62589821.1057938,1416085399914.0942,520711310380.76544,0.0,0.0,0.0,0.0,-88240951299.6771,0.0,0.0,0.0,-4.412047564983368e-05,0.0,0.0,0.0,-447330224.3024825,0.0,0.0,0.0,469071874.3828509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38675954.70138735,0.0,0.0,0.0,-60417604.78179992,0.0,0.0,0.0,-2.524354896707238e-18,-31042.891411341567,-2.5243548967072378e-26,-0.0003104289141134156,1.6412675957892454e+24,0.0,1.416042394876502e+24,5.206820335096146e+23,820633797.8945321,0.0,1416042394876.5017,520682033509.61444,0.0,0.0,0.0,0.0,469071874.3828509,0.0,0.0,0.0,411979528.2934805,0.0,1416042394876.4946,520682033509.6133,0.0,0.0,0.0,0.0,-60417604.78179992,0.0,0.0,0.0
1.12,-1,-1,1,-31042.52136886608,0.0,-0.00031042521368866076,0.0,1.5966779465399284e+24,0.0,1.4160418457205083e+24,5.206817812533845e+23,798338973.2698761,0.0,1416041845720.5078,520681781253.38434,443750313.53485143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979482.02228,0.0,1416041845720.502,520681781253.38336,-57390822.28725564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418700722.3957616,3.528778072206997e-64,2782406.24770595,22966502.78830104,0.0,0.0,0.0,0.0,448454033.486965,4.061305873855886e-64,3200479.3386264704,23019879.259136546,0.0,0.0,0.0,0.0,411979568.3522028,62589821.10579381,1416085399914.0955,520711310380.7665,0.0,0.0,0.0,0.0,-122613273561.01436,0.0,0.0,0.0,-6.130663678050041e-05,0.0,0.0,0.0,-443750313.53485143,0.0,0.0,0.0,474466393.7812255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57390822.28725564,0.0,0.0,0.0,-88106902.53369094,0.0,0.0,0.0,-1.0097419586828953e-17,-31042.521368865382,-1.0097419586828951e-25,-0.00031042521368865376,1.5966779465398063e+24,0.0,1.4160418457205083e+24,5.206817812533845e+23,798338973.2698151,0.0,1416041845720.5078,520681781253.38434,0.0,0.0,0.0,0.0,474466393.7812255,0.0,0.0,0.0,411979482.02228,0.0,1416041845720.502,520681781253.38336,0.0,0.0,0.0,0.0,-88106902.53369094,0.0,0.0,0.0
1.1400000000000001,-1,-1,1,-31041.976511261713,0.0,-0.00031041976511261707,0.0,1.5307406154869132e+24,0.0,1.416041172525349e+24,5.206814157741289e+23,765370307.7433721,0.0,1416041172525.3486,520681415774.1287,438968874.2655705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979381.9842971,0.0,1416041172525.3428,520681415774.1276,-85577948.50649595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414528920.9543189,3.495695455681509e-64,2756301.623639244,22726434.986175835,0.0,0.0,0.0,0.0,455249450.31362486,4.115188740424975e-64,3242996.9423166993,23410963.8840945,0.0,0.0,0.0,0.0,411979568.35220194,62589821.10579377,1416085399914.0935,520711310380.7652,0.0,0.0,0.0,0.0,-161375850439.08945,0.0,0.0,0.0,-8.068792521953583e-05,0.0,0.0,0.0,-438968874.2655705,0.0,0.0,0.0,481600739.918251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85577948.50649595,0.0,0.0,0.0,-128209814.15925711,0.0,0.0,0.0,-5.048709793414476e-18,-31041.976511261037,-5.0487097934144756e-26,-0.0003104197651126103,1.530740615486752e+24,0.0,1.416041172525349e+24,5.206814157741289e+23,765370307.7432915,0.0,1416041172525.3486,520681415774.1287,0.0,0.0,0.0,0.0,481600739.918251,0.0,0.0,0.0,411979381.9842971,0.0,1416041172525.3428,520681415774.1276,0.0,0.0,0.0,0.0,-128209814.15925711,0.0,0.0,0.0
1.16,-1,-1,1,-31041.170095458987,0.0,-0.00031041170095458986,0.0,1.4331325467451755e+24,0.0,1.416040248323015e+24,5.2068081149071116e+23,716566273.3725088,0.0,1416040248323.0146,520680811490.71106,432803363.0744071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979165.5384656,0.0,1416040248323.0107,520680811490.71027,-128216255.24036463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409218145.61805123,3.4528040389292256e-64,2722463.900139535,22425092.59217436,0.0,0.0,0.0,0.0,463900076.97086596,4.1850475583949196e-64,3298109.737228447,23901862.74253462,0.0,0.0,0.0,0.0,411979568.3522029,62589821.10579382,1416085399914.0952,520711310380.7666,0.0,0.0,0.0,0.0,-205793417990.2304,0.0,0.0,0.0,-0.00010289670899510384,0.0,0.0,0.0,-432803363.0744071,0.0,0.0,0.0,490660776.17884946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128216255.24036463,0.0,0.0,0.0,-186073668.34490997,0.0,0.0,0.0,-7.573064690121715e-18,-31041.170095458227,-7.573064690121713e-26,-0.0003104117009545822,1.4331325467449702e+24,0.0,1.416040248323015e+24,5.2068081149071116e+23,716566273.372406,0.0,1416040248323.0146,520680811490.71106,0.0,0.0,0.0,0.0,490660776.17884946,0.0,0.0,0.0,411979165.5384656,0.0,1416040248323.0107,520680811490.71027,0.0,0.0,0.0,0.0,-186073668.34490997,0.0,0.0,0.0
1.18,-1,-1,1,-31039.970592522674,0.0,-0.0003103997059252267,0.0,1.2885248062126715e+24,0.0,1.4160387997100154e+24,5.2067969688249225e+23,644262403.1062646,0.0,1416038799710.0151,520679696882.4921,425186078.13813555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411978696.9776775,0.0,1416038799710.0117,520679696882.49146,-192902372.0095491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402792117.69036996,3.400366264204789e-64,2681099.229588988,22063412.67793011,0.0,0.0,0.0,0.0,474367233.93720585,4.2704548784743675e-64,3365481.951512443,24491044.802129887,0.0,0.0,0.0,0.0,411979568.3522024,62589821.1057938,1416085399914.095,520711310380.766,0.0,0.0,0.0,0.0,-240361317992.23694,0.0,0.0,0.0,-0.0001201806589961052,0.0,0.0,0.0,-425186078.13813555,0.0,0.0,0.0,501588000.7809783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192902372.0095491,0.0,0.0,0.0,-269304294.65251213,0.0,0.0,0.0,-7.573064690121715e-18,-31039.970592521964,-7.573064690121713e-26,-0.0003103997059252196,1.2885248062124304e+24,0.0,1.4160387997100154e+24,5.2067969688249225e+23,644262403.1061442,0.0,1416038799710.0151,520679696882.4921,0.0,0.0,0.0,0.0,501588000.7809783,0.0,0.0,0.0,411978696.9776775,0.0,1416038799710.0117,520679696882.49146,0.0,0.0,0.0,0.0,-269304294.65251213,0.0,0.0,0.0
